Cidade,Categoria,Nome,Rating,Endereço,Tipos,Latitude,Longitude,Total_Reviews,id_unico,Grupo_Tematico,Locais_Semelhantes_Perto,Latitude_Nova,Longitude_Nova,Endereço_Limpo,shrinkage,Rating_Bayes,Nome_Local,Avg_Polarity,Rating_Bayes_norm,Popularity_norm,Sentiment_norm,IGATP
Arouca,restaurant,Tasquinha da Quinta,4.6,"R. 1º de Maio 3, 4540-121 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9291086,-8.2451914,2154,d111a3c6,Serviços,6.0,40.9214837,-8.3651843,"R. 1º de Maio 3, 4540-121 Arouca, Portugal",0.993672140409964,4.599042534578698,Tasquinha da Quinta,0.42400000000000004,0.8818076060056641,0.024950481287139035,0.7071428571428571,0.5379669814785534
Arouca,restaurant,Tasquinho do Parque,4.5,"R. Dom Afonso Henriques 57 4540, Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9276446,-8.2488536,203,066473c6,Serviços,2.0,40.9269359,-8.2489498,"R. Dom Afonso Henriques 57 4540, Arouca, Portugal",0.9367054347280696,4.4967523859961664,Tasquinho do Parque,0.45787074829931973,0.8395235417015667,0.0023514149031054893,0.7330643481882548,0.5249797682643089
Arouca,restaurant,Varandinha,4.4,"Av. Reinaldo Noronha 39, 4540-181 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9340695,-8.2413724,721,dc4ee328,Serviços,1.0,40.9354376,-8.244661,"Av. Reinaldo Noronha 39, 4540-181 Arouca, Portugal",0.9813302146301948,4.4009090407400295,Varandinha,0.3972698412698413,0.799904416789841,0.00835157706965053,0.6866861030126337,0.49831403229070836
Arouca,restaurant,Café Arouquense,4.3,"Av. 25 de Abril, 4540-102 Arouca, Portugal","cafe, restaurant, food, point_of_interest, establishment",40.9284695,-8.2455993,901,47e0eea2,Serviços,6.0,40.928498,-8.2483228,"Av. 25 de Abril, 4540-102 Arouca, Portugal",0.9850040955507454,4.302229748173467,Café Arouquense,0.5723701298701298,0.7591129856482508,0.010436575505901704,0.8206914259210176,0.5300803290250566
Arouca,restaurant,Quinta D'Além da Ponte,4.5,"Lugar do, 4540-606 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.93906,-8.3418356,423,61113e19,Serviços,0.0,40.9491638,-8.3957492,"Lugar do, 4540-606 Arouca, Portugal",0.9685906237113828,4.4983883998594765,Quinta D'Além da Ponte,0.65,0.8401998269192266,0.004899746325190257,0.8801020408163265,0.5750672046869144
Arouca,restaurant,Restaurante do Pedrogão,4.8,"4540-445 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.8990197,-8.212277,272,223ec896,Serviços,0.0,40.9530599,-8.1774561,"4540-445 Arouca, Portugal",0.951990926554904,4.7831339552694665,Restaurante do Pedrogão,0.36000000000000004,0.9579061705124952,0.003150664303668439,0.6581632653061225,0.5397400333740953
Arouca,restaurant,Paiva à Vista,4.3,"Vilarinho - Canelas, 4540-257 Arouca, Portugal","restaurant, cafe, food, point_of_interest, establishment",40.9529451,-8.1857753,379,e2937d34,Serviços,0.0,40.9533033,-8.1874407,"Vilarinho - Canelas, 4540-257 Arouca, Portugal",0.9650715182855694,4.305193532578729,Paiva à Vista,0.3483333333333333,0.760338136379892,0.0043900800407733025,0.649234693877551,0.4713209700994054
Arouca,restaurant,Abadessa Restaurante e Petiscos,5.0,"R. Dr. Coelho da Rocha 8A, 4540-121 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.929133,-8.245460999999999,26,55c15277,Serviços,6.0,40.9291146,-8.2455868,"R. Dr. Coelho da Rocha 8A, 4540-121 Arouca, Portugal",0.6546313719059972,4.809594986106747,Abadessa Restaurante e Petiscos,0.7236666666666667,0.9688444665750287,0.0003011664407918361,0.9364795918367346,0.6352084082841849
Arouca,restaurant,Alto da Estrada,4.1,"Alto da Estrada, 4540-202 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.92800889999999,-8.2559226,713,a64e3cf3,Serviços,1.0,40.9280417,-8.255962,"Alto da Estrada, 4540-202 Arouca, Portugal",0.9811246899470832,4.106581640850594,Alto da Estrada,0.46364242424242424,0.6782371900251709,0.008258910472483812,0.7374814471243043,0.474659182540653
Arouca,restaurant,Casa dos Doces Conventuais de Arouca - Autêntica,4.7,"Av. 25 de Abril 24, 4540-102 Arouca, Portugal","bakery, store, food, point_of_interest, establishment",40.928543,-8.2472362,750,e0b96ba9,Serviços,5.0,40.928498,-8.2483228,"Av. 25 de Abril 24, 4540-102 Arouca, Portugal",0.9820391470874285,4.695486266607329,,0.3556162758333243,0.9216749150607044,0.008687493484379886,0.6548083743622379,0.5283902609691074
Arouca,restaurant,Sabores da serra,4.1,"Av. 25 de Abril, 4540-102 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9285611,-8.244947,16,8e3bb69a,Serviços,5.0,40.928498,-8.2483228,"Av. 25 de Abril, 4540-102 Arouca, Portugal",0.5384121959835486,4.2609512711862125,Sabores da serra,0.38666666666666666,0.7420495460160754,0.0001853331943334376,0.6785714285714286,0.4736021025939458
Arouca,restaurant,Manjar de Arouca,3.7,"Av. 25 de Abril 40, 4540-103 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.928463,-8.2490044,489,a6da2a54,Serviços,3.0,40.9285623,-8.245768,"Av. 25 de Abril 40, 4540-103 Arouca, Portugal",0.9727142535040912,3.720428578537234,Manjar de Arouca,0.3126058201058201,0.5186116430458534,0.005664245751815686,0.6218922092646582,0.38205603268744237
Arouca,restaurant,Confeitaria Rainha 3,4.3,"Alameda Dom Domingos de Pinho Brandão nº8, 4540-101 Arouca, Portugal","bakery, store, restaurant, food, point_of_interest, establishment",40.92903219999999,-8.2478651,477,27bb9814,Serviços,7.0,40.9292753,-8.2476898,"Alameda Dom Domingos de Pinho Brandão nº8, 4540-101 Arouca, Portugal",0.9720470075109076,4.304156343764152,Confeitaria Rainha 3,0.28583333333333333,0.7599093897299087,0.005525245856065608,0.6014030612244897,0.45561256560348795
Arouca,restaurant,BARBELHOAROUCA,4.6,"Areeiro, 4540-515 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9283775,-8.276592299999999,824,d17f0405,Serviços,0.0,40.8997065,-8.3395075,"Areeiro, 4540-515 Arouca, Portugal",0.983625724775918,4.597522416213118,BARBELHOAROUCA,0.5137424242424242,0.881179228946771,0.009544659508172036,0.775823283858998,0.555515724104647
Arouca,restaurant,RESTAURANTE LAREIRA,4.4,"N326, Burgo, Portugal","restaurant, food, point_of_interest, establishment",40.927312,-8.2650867,173,b4c73f6a,Serviços,0.0,40.921071,-8.2579671,"N326, Burgo, Portugal",0.926535836523168,4.403577005102623,RESTAURANTE LAREIRA,0.45161904761904753,0.8010072832753452,0.002003915163730294,0.7282798833819242,0.5104303606069999
Arouca,restaurant,Café São João,4.3,"486 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.8942768,-8.3177895,82,12d80a73,Serviços,0.0,40.9289214,-8.2441746,"486 Arouca, Portugal",0.8566920443298802,4.321308528170474,Café São João,0.15833333333333335,0.7669996528534144,0.0009498326209588676,0.5038265306122449,0.4239253386955394
Arouca,restaurant,Churrascaria Central,4.1,"Av. 25 de Abril, 4540-118 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.92875420000001,-8.2466659,96,3fb25fce,Serviços,4.0,40.9284982,-8.2466663,"Av. 25 de Abril, 4540-118 Arouca, Portugal",0.874978282718739,4.143593882132953,Churrascaria Central,0.5399999999999999,0.6935370797223621,0.0011119991660006256,0.7959183673469387,0.49685581541176715
Arouca,restaurant,Manjar das Oliveiras,4.4,"Chave, Portugal","point_of_interest, establishment",40.8966447,-8.3557174,765,39c9b567,Serviços,0.0,40.9065071,-8.3520825,"Chave, Portugal",0.9823851171774896,4.400857677032668,Manjar das Oliveiras,0.6842424242424242,0.7998831843805128,0.008861243354067485,0.906307977736549,0.571684135157043
Arouca,restaurant,O Mineiro de Regoufe,4.3,"Covelo de Paivó, Portugal","restaurant, food, point_of_interest, establishment",40.8777213,-8.133235599999999,144,4b7b9360,Serviços,0.0,40.8765872,-8.1435267,"Covelo de Paivó, Portugal",0.9130277136124776,4.312931950678335,O Mineiro de Regoufe,0.4069999999999999,0.763536995439831,0.0016679987490009383,0.6941326530612244,0.4864458824166854
Arouca,restaurant,Zé Mota,4.6,"4540-044, Portugal","restaurant, food, point_of_interest, establishment",40.9647751,-8.1604911,1670,b61b457a,Serviços,0.0,38.7509759,-9.1521822,"4540-044, Portugal",0.9918531387455184,4.598767302303042,Zé Mota,0.5068367346938775,0.8816938322023833,0.01934415215855255,0.7705383173677633,0.557192100576233
Arouca,restaurant,Café Buggy,4.4,"R. Abel Botelho 5, 4540-102 Arouca, Portugal","meal_takeaway, restaurant, food, point_of_interest, establishment",40.92912099999999,-8.2484349,143,7a3b04e9,Serviços,6.0,40.9291813,-8.2485655,"R. Abel Botelho 5, 4540-102 Arouca, Portugal",0.9124727496872564,4.40426174349737,Café Buggy,0.33388888888888885,0.8012903361667156,0.0016564154243550984,0.6381802721088434,0.480375674566638
Arouca,restaurant,Hotel São Pedro,4.2,"Av. Reinaldo Noronha 24, 4540-105 Arouca, Portugal","lodging, point_of_interest, establishment",40.9297627,-8.2419238,1139,a553f3ec,Serviços,0.0,40.9296408,-8.2418323,"Av. Reinaldo Noronha 24, 4540-105 Arouca, Portugal",0.988100280678128,4.20295934686469,Hotel São Pedro,0.26626322751322745,0.7180772056576963,0.013193406771611588,0.5864259394233884,0.43923218395089875
Arouca,restaurant,Royal kebab e pizza,4.5,"R. Alferes Diogo Malafaia 3, 4540-117 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9297042,-8.2475936,75,4593c005,Serviços,3.0,40.9297187,-8.2477696,"R. Alferes Diogo Malafaia 3, 4540-117 Arouca, Portugal",0.8453846783293003,4.4920667614714205,,0.3556162758333243,0.8375866274292274,0.0008687493484379887,0.6548083743622379,0.49775458371330106
Arouca,restaurant,Bella Pizza,4.4,"Av. 25 de Abril 48a, 4540-102 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9283948,-8.249712299999999,149,d42052bf,Serviços,1.0,40.928498,-8.2483228,"Av. 25 de Abril 48a, 4540-102 Arouca, Portugal",0.9157002149998628,4.404104596674412,,0.3556162758333243,0.8012253757921419,0.0017259153722301375,0.6548083743622379,0.48591988850887
Arouca,restaurant,Café Santo António,4.2,"4540-551 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9280031,-8.270734899999999,233,4f15eef1,Serviços,0.0,40.9530599,-8.1774561,"4540-551 Arouca, Portugal",0.9444018516346646,4.2138267299922845,Café Santo António,0.2829285714285714,0.7225694967859444,0.0026989146424806847,0.5991800291545188,0.44148281352764795
Arouca,museum,Arte Sacra de Arouca Museum,4.5,"Largo Santa Mafalda, 4540-101 Arouca, Portugal","museum, tourist_attraction, point_of_interest, establishment",40.928257,-8.2469399,631,32d819f8,Turismo Cultural,2.0,40.9284029,-8.247088,"Largo Santa Mafalda, 4540-101 Arouca, Portugal",0.9787239848267564,4.498908337792896,Arte Sacra de Arouca Museum,0.17556277056277056,0.8404147556226795,0.007309077851524945,0.5170123244102836,0.45491205262816264
Arouca,museum,Museu Municipal de Arouca,4.7,"Arouca, Portugal","tourist_attraction, museum, point_of_interest, establishment",40.92760730000001,-8.249657899999999,64,2cfadf4e,Turismo Cultural,0.0,40.9289214,-8.2441746,"Arouca, Portugal",0.8235005558796646,4.6556440087454725,Museu Municipal de Arouca,0.47055555555555556,0.9052051707422484,0.0007413327773337504,0.7427721088435374,0.5495728707877064
Arouca,hotel,Furadouro Boutique Hotel Beach & SPA,4.2,"Av. do Infante Dom Henrique 734, 3880-355 Ovar, Portugal","lodging, point_of_interest, establishment",40.8752466,-8.6756859,875,a01217ca,Alojamento,0.0,40.8752562,-8.6755881,"Av. do Infante Dom Henrique 734, 3880-355 Ovar, Portugal",0.9845653805134588,4.203838442869927,Furadouro Boutique Hotel Beach & SPA,0.08447747887033599,0.7184406008871491,0.010135409065109869,0.4473041930130122,0.3919600676550904
Arouca,hotel,Hotel Rural da Freita,4.7,"4540-013, Portugal","lodging, point_of_interest, establishment",40.8641242,-8.2829942,580,05870a07,Alojamento,0.0,40.8508949,-8.2825866,"4540-013, Portugal",0.9768963855536392,4.694193841655207,Hotel Rural da Freita,0.42283712121212125,0.921140660486427,0.0067183282945871125,0.7062528988868275,0.5447039625559472
Arouca,hotel,Hotel Jardim,4.2,"094, Av. de Dom Afonso V, Aveiro, Portugal","lodging, point_of_interest, establishment",40.636652,-8.646676,1040,f9b805f8,Alojamento,0.0,40.6322491,-8.6187804,"094, Av. de Dom Afonso V, Aveiro, Portugal",0.9869822649272608,4.203237386734162,Hotel Jardim,0.48964285714285716,0.7181921400466162,0.012046657631673443,0.7573797376093294,0.49587284509587304
Arouca,hotel,Urban City,2.7,"R. dos Mercadores 24, 3800-225 Aveiro, Portugal","lodging, point_of_interest, establishment",40.6420589,-8.6536407,712,d3f9de23,Alojamento,0.0,40.6420316,-8.6536977,"R. dos Mercadores 24, 3800-225 Aveiro, Portugal",0.9810986807591732,2.73305255694387,Urban City,0.011634199134199153,0.110456295068311,0.008247327147837973,0.391556785051683,0.17008680242261065
Arouca,hotel,Hotel Rural Quinta de Novais,4.6,"Novais - Santa Eulália, 4540-540 Arouca, Portugal","lodging, spa, point_of_interest, establishment",40.9390514,-8.2760701,522,8888661c,Alojamento,0.0,40.9411009,-8.2760611,"Novais - Santa Eulália, 4540-540 Arouca, Portugal",0.9743950469444116,4.596125726745993,Hotel Rural Quinta de Novais,0.400870670995671,0.8806018741568997,0.006046495465128402,0.6894418400477074,0.525363403223245
Arouca,hotel,Casa de Noronha Lima - Historic Stay,4.9,"Lugar de, 4540-035 Alvarenga, Portugal","lodging, point_of_interest, establishment",40.9712659,-8.1670082,65,0caea26b,Alojamento,0.0,41.2676146,-8.2700215,"Lugar de, 4540-035 Alvarenga, Portugal",0.8257427579992533,4.821356047092282,Casa de Noronha Lima - Historic Stay,0.33351340326340323,0.973706180688148,0.0007529161019795902,0.6378929106607678,0.5374506691502985
Arouca,hotel,"Alojamento em Arouca, Casa Vieira Lobo",4.9,"R. de São Miguel 680, 4540-659 Arouca, Portugal","lodging, point_of_interest, establishment",40.926487,-8.292637599999999,75,303a186a,Alojamento,0.0,40.926905,-8.2936636,"R. de São Miguel 680, 4540-659 Arouca, Portugal",0.8453846783293003,4.83022063280314,"Alojamento em Arouca, Casa Vieira Lobo",0.43482635882635884,0.9773705678986593,0.0008687493484379887,0.715428335836499,0.5645558843611987
Arouca,hotel,Casa Marialva,4.5,"R. Dr. Teixeira de Brito 14, 4540-144 Arouca, Portugal","lodging, point_of_interest, establishment",40.929359,-8.2445349,31,3fd541da,Alojamento,0.0,40.929312,-8.2443481,"R. Dr. Teixeira de Brito 14, 4540-144 Arouca, Portugal",0.6932485152341629,4.484260727388801,Casa Marialva,0.5143333333333333,0.8343598176955105,0.00035908306402103533,0.7762755102040816,0.536998136987871
Arouca,hotel,MS Collection Arouca - Mosteiro de Arouca,5.0,"Largo Santa Mafalda, 4540-101 Arouca, Portugal","lodging, point_of_interest, establishment",40.9276275,-8.2471914,4,b6a889b0,Alojamento,0.0,40.9284029,-8.247088,"Largo Santa Mafalda, 4540-101 Arouca, Portugal",0.225771744594514,4.573160589192523,MS Collection Arouca - Mosteiro de Arouca,0.1420454545454545,0.871108688678927,4.63332985833594e-05,0.4913613172541743,0.4541721130772282
Arouca,hotel,Aqua Hotel,4.0,"R. Aquilino Ribeiro 1, 3880-151 Ovar, Portugal","lodging, point_of_interest, establishment",40.8599978,-8.6236614,941,35d0a4c0,Alojamento,0.0,40.859996,-8.6233875,"R. Aquilino Ribeiro 1, 3880-151 Ovar, Portugal",0.9856323824382752,4.006446613165493,Aqua Hotel,0.34641953458590286,0.6368439961702108,0.010899908491735298,0.6477700519790073,0.4318379855469845
Arouca,hotel,BellaVista Alojamento,4.8,"R. Mafalda Valente 102, 4540-197 Arouca, Portugal","lodging, point_of_interest, establishment",40.9335233,-8.2435396,58,c30668ac,Alojamento,1.0,40.9331858,-8.243613,"R. Mafalda Valente 102, 4540-197 Arouca, Portugal",0.8087342308263606,4.732806513710546,BellaVista Alojamento,0.4023369963369963,0.9371021262850971,0.0006718328294587113,0.6905640278089258,0.5427793289744939
Arouca,hotel,Dourwin,4.7,"R. da Praia 790, 4575-532, Portugal","lodging, point_of_interest, establishment",41.05335729999999,-8.3364209,129,b4b3901c,Alojamento,0.0,41.1507783,-8.676969,"R. da Praia 790, 4575-532, Portugal",0.9038866567321094,4.675845801471605,,0.3556162758333243,0.9135560619524672,0.0014942488793133406,0.6548083743622379,0.5232862283980061
Arouca,hotel,Hotel Flower Residence,3.5,"R. Sá Carneiro-Amaro da Costa 44, 4550-120 Castelo de Paiva, Portugal","lodging, point_of_interest, establishment",41.0400256,-8.2706418,101,f4f4ad6c,Alojamento,0.0,41.0400506,-8.2704486,"R. Sá Carneiro-Amaro da Costa 44, 4550-120 Castelo de Paiva, Portugal",0.8804274187501077,3.613437369045285,Hotel Flower Residence,0.18416666666666665,0.4743842834728971,0.0011699157892298248,0.5235969387755102,0.333050379345879
Arouca,hotel,Arouca Guest House,4.7,"Avenida dos descobrimentos nr. 4, 4540-104 Arouca, Portugal","lodging, point_of_interest, establishment",40.9303176,-8.2503371,89,6214b257,Alojamento,0.0,40.9294903,-8.2516376,"Avenida dos descobrimentos nr. 4, 4540-104 Arouca, Portugal",0.8664582524856165,4.666439687023469,Arouca Guest House,0.27059523809523806,0.9096678209665252,0.0010309158934797467,0.5897412536443148,0.50014666350144
Arouca,hotel,Quinta Vilar e Almarde,4.7,"Vilar de Nojões, 4550-332 Castelo de Paiva, Portugal","lodging, point_of_interest, establishment",41.0350259,-8.2890331,299,03fd0b4b,Alojamento,0.0,41.0337948,-8.288279,"Vilar de Nojões, 4550-332 Castelo de Paiva, Portugal",0.956136032021762,4.6889765670949926,,0.3556162758333243,0.9189839760348617,0.003463414069106115,0.6548083743622379,0.5257519214887352
Arouca,hotel,Casa de baixo studios,4.7,"R. de Vilarinho, 4540-257 Arouca, Portugal","lodging, point_of_interest, establishment",40.9522232,-8.1881196,26,d3a7ff61,Alojamento,0.0,40.9537728,-8.187739,"R. de Vilarinho, 4540-257 Arouca, Portugal",0.6546313719059972,4.613205574534947,Casa de baixo studios,0.18078114478114476,0.8876622352202104,0.0003011664407918361,0.5210059781488352,0.4696564599366124
Arouca,hotel,Village Guest House,5.0,"R. Mafalda Valente, N.° 115, 4540-197 Arouca, Portugal","lodging, point_of_interest, establishment",40.9332443,-8.2437703,10,3d9b2274,Alojamento,1.0,40.9331858,-8.243613,"R. Mafalda Valente, N.° 115, 4540-197 Arouca, Portugal",0.4216383295953102,4.68114370289951,,0.3556162758333243,0.9157460754362539,0.00011583324645839849,0.6548083743622379,0.5235567610149834
Arouca,bar,Recanto do Paiva,4.6,"4540-344 Espiunca, Portugal","bar, point_of_interest, establishment",40.99344749999999,-8.2136593,214,cdfae56f,Serviços,0.0,40.9530599,-8.1774561,"4540-344 Espiunca, Portugal",0.9397629148059412,4.590885555323613,,0.3556162758333243,0.8784357247431112,0.002478831474209728,0.6548083743622379,0.5119076435265196
Arouca,bar,Casa do Areinho,4.8,"Praia Fluvial do Areinho, 4540-257 Arouca, Portugal","restaurant, bar, food, point_of_interest, establishment",40.9530678,-8.1773823,91,558e65f5,Serviços,0.0,40.9527815,-8.1761461,"Praia Fluvial do Areinho, 4540-257 Arouca, Portugal",0.8690087788798353,4.753981536485046,Casa do Areinho,0.4309722222222222,0.9458553252690176,0.0010540825427714264,0.7124787414965985,0.5531293831027958
Arouca,bar,Zénite,3.7,"Av. Reinaldo Noronha 39, 4540-123 Arouca, Portugal","night_club, point_of_interest, establishment",40.9341493,-8.2411572,33,feab4926,Serviços,1.0,40.9354376,-8.244661,"Av. Reinaldo Noronha 39, 4540-123 Arouca, Portugal",0.7063808407931593,3.919829868125217,,0.3556162758333243,0.6010389057695493,0.000382249713312715,0.6548083743622379,0.4187431766150333
Arouca,bar,BOM COPO - restaurante & bar,4.8,"Av. 25 de Abril, 4540-102 Arouca, Portugal","restaurant, food, point_of_interest, establishment",40.9285723,-8.2444601,11,074b1493,Serviços,0.0,40.928498,-8.2483228,"Av. 25 de Abril, 4540-102 Arouca, Portugal",0.4450376686338639,4.605036447635539,,0.3556162758333243,0.8842853324401327,0.00012741657110423835,0.6548083743622379,0.5130737077911582
Arouca,bar,Casa FC Porto Arouca,3.7,"Largo Dom Sancho I, 4540-150 Arouca, Portugal","bar, point_of_interest, establishment",40.9276837,-8.2516786,3,78c87b91,Serviços,0.0,40.9272361,-8.2520691,"Largo Dom Sancho I, 4540-150 Arouca, Portugal",0.17945794158408,4.314332024449728,,0.3556162758333243,0.7641157492123147,3.474997393751955e-05,0.6548083743622379,0.4729862911828301
Arouca,tourist_attraction,Associação Geoparque Arouca (AGA),4.6,"R. Alfredo Vaz Pinto, 4540-118 Arouca, Portugal","tourist_attraction, travel_agency, point_of_interest, establishment",40.9291482,-8.2457397,4080,8a0db354,Turismo Cultural,1.0,40.9291821,-8.2460402,"R. Alfredo Vaz Pinto, 4540-118 Arouca, Portugal",0.996649253274391,4.5994930001085415,Associação Geoparque Arouca (AGA),0.541012987012987,0.8819938166397734,0.04725996455502658,0.796693612509939,0.5753157979015796
Arouca,tourist_attraction,Rotunda das Trilobites,4.5,"4540-105 Arouca, Portugal","tourist_attraction, point_of_interest, establishment",40.931439,-8.2397444,2,2438b0e6,Turismo Cultural,0.0,40.9296408,-8.2418322,"4540-105 Arouca, Portugal",0.1272506758398544,4.4552196477722585,,0.3556162758333243,0.8223549971435538,2.31666492916797e-05,0.6548083743622379,0.49239551271836113
Arouca,tourist_attraction,Filão de quartzo de Cabaços,4.8,"Cabaços, Arouca, Portugal","tourist_attraction, point_of_interest, establishment",40.8571944,-8.2807777,5,62b733d2,Turismo Cultural,0.0,40.8597546,-8.274588,"Cabaços, Arouca, Portugal",0.2671367009864113,4.542538143406059,,0.3556162758333243,0.8584501728323217,5.7916623229199245e-05,0.6548083743622379,0.5044388212725962
Arouca,tourist_attraction,Parque do Milénio,4.2,"R. Alferes Diogo Malafaia, 4540-117 Arouca, Portugal","park, point_of_interest, establishment",40.9302371,-8.247570099999999,72,b11dcb70,Turismo Cultural,1.0,40.9297489,-8.2479059,"R. Alferes Diogo Malafaia, 4540-117 Arouca, Portugal",0.8399733139902418,4.239797112746951,,0.3556162758333243,0.7333049718010609,0.0008339993745004691,0.6548083743622379,0.46298244851259973
Arouca,tourist_attraction,O baloiço de Moldes - Arouca,4.6,Portugal,"tourist_attraction, point_of_interest, establishment",40.8992064,-8.2241474,242,add717bb,Turismo Cultural,0.0,39.6621648,-8.1353519,Portugal,0.946358637135609,4.591883550928494,,0.3556162758333243,0.8788482699482631,0.0028031645642932436,0.6548083743622379,0.5121532696249315
Arouca,tourist_attraction,Parque de Arouca,4.7,"Arouca, Portugal","park, point_of_interest, establishment",40.9278634,-8.2481321,0,ccc736e4,Turismo Cultural,2.0,40.9289214,-8.2441746,"Arouca, Portugal",,4.448690476190476,,0.3556162758333243,0.819656008874964,0.0,0.6548083743622379,0.4914881277457339
Arouca,tourist_attraction,516 Arouca Bridge,4.4,"Areinho, 4540-257 Arouca, Portugal","point_of_interest, establishment",40.9635052,-8.1745778,2173,34a8c35d,Turismo Cultural,3.0,40.9529493,-8.1768883,"Areinho, 4540-257 Arouca, Portugal",0.9937271220704732,4.400305429413474,516 Arouca Bridge,0.4981904761904762,0.7996548997004591,0.025170564455409994,0.7639212827988338,0.5295822489849009
Arouca,tourist_attraction,Scenic spot Frecha da Mizarela,4.7,"Mizarela, 4540 Arouca, Portugal","point_of_interest, establishment",40.8638533,-8.2857442,2525,216bc902,Turismo Cultural,1.0,40.8643485,-8.2826711,"Mizarela, 4540 Arouca, Portugal",0.9945968736116984,4.698642142880273,Scenic spot Frecha da Mizarela,0.2805238095238095,0.9229794715317832,0.02924789473074562,0.5973396501457726,0.5165223388027671
Arouca,tourist_attraction,Pelourinho de Arouca,4.5,"4540-121 Arouca, Portugal","tourist_attraction, point_of_interest, establishment",40.9284568,-8.2458052,6,0a7f1352,Turismo Cultural,2.0,40.9530599,-8.1774561,"4540-121 Arouca, Portugal",0.3043057921049015,4.464304261475858,,0.3556162758333243,0.8261103381548238,6.94999478750391e-05,0.6548083743622379,0.49366273748831224
Arouca,tourist_attraction,Panorâmica do Detrelo da Malhada,4.7,"Moldes, Portugal","tourist_attraction, point_of_interest, establishment",40.885545,-8.255042999999999,1060,4ff2bb8c,Turismo Cultural,1.0,40.9149645,-8.2262788,"Moldes, Portugal",0.9872247447420592,4.696789456684582,,0.3556162758333243,0.9222136196553365,0.012278324124590241,0.6548083743622379,0.5297667727140549
Arouca,tourist_attraction,Passadiços do Paiva Trailhead (Areinho),4.7,"Estr. do Areinho, Portugal","tourist_attraction, park, point_of_interest, establishment",40.9533273,-8.1757116,12961,dc50005d,Turismo Cultural,0.0,40.953317,-8.1757989,"Estr. do Areinho, Portugal",0.9989427893607508,4.699734312897684,Passadiços do Paiva Trailhead (Areinho),0.3375151515151515,0.9234309459688346,0.1501314707347303,0.6409554730983302,0.5715059632672983
Arouca,tourist_attraction,Museu das Trilobites,4.5,"4540-252 Canelas, Portugal","museum, tourist_attraction, point_of_interest, establishment",40.9624704,-8.215764199999999,509,654d78b3,Turismo Cultural,0.0,40.9530599,-8.1774561,"4540-252 Canelas, Portugal",0.9737582503908678,4.4986535483236265,Museu das Trilobites,0.29335353535353537,0.8403094323393341,0.005895912244732483,0.6071583178726035,0.48445455415222327
Arouca,tourist_attraction,Ponte 516 (Canelas - Arouca) - NaTour Way Tours,4.4,"4540-251 Arouca, Portugal","point_of_interest, establishment",40.9616249,-8.176257999999999,42,c765b7a5,Turismo Cultural,0.0,40.9717822,-8.2024981,"4540-251 Arouca, Portugal",0.7538093098870121,4.411987141935263,,0.3556162758333243,0.8044838132400145,0.00048649963512527365,0.6548083743622379,0.48659289574579256
Arouca,tourist_attraction,Aguieiras Waterfalls,4.6,"Alvarenga, Portugal","tourist_attraction, point_of_interest, establishment",40.9652371,-8.1728864,667,1b233875,Turismo Cultural,0.0,40.9655099,-8.1599881,"Alvarenga, Portugal",0.979849175671504,4.596950988366485,Aguieiras Waterfalls,0.44000000000000006,0.8809430156638012,0.0077260775387751794,0.7193877551020409,0.5360189494348724
Arouca,tourist_attraction,Loja interativa de Turismo do Arouca Geopark,4.4,"R. Abel Botelho 4, 4540-102 Arouca, Portugal","travel_agency, point_of_interest, establishment",40.9292785,-8.2480997,105,3065e70c,Turismo Cultural,0.0,40.9293186,-8.2481741,"R. Abel Botelho 4, 4540-102 Arouca, Portugal",0.8844562460393081,4.405625880401182,,0.3556162758333243,0.8018542345807826,0.0012162490878131842,0.6548083743622379,0.4859596193436112
Arouca,cafe,Café Portela,4.6,"Moldes, Portugal","cafe, food, point_of_interest, establishment",40.9213478,-8.2314612,509,06f0ed86,Serviços,0.0,40.9149645,-8.2262788,"Moldes, Portugal",0.9737582503908678,4.596029373362713,Café Portela,0.3447222222222222,0.8805620441956477,0.005895912244732483,0.6464710884353742,0.5109763482919181
Arouca,cafe,Alpha confectionery 5,4.4,"R. António Almeida Brandão 2, 4540-119 Arouca, Portugal","cafe, food, point_of_interest, establishment",40.9286924,-8.2478792,570,aa464104,Serviços,7.0,40.9287683,-8.2479761,"R. António Almeida Brandão 2, 4540-119 Arouca, Portugal",0.9765005839221026,4.401144197759032,Alpha confectionery 5,0.541797619047619,0.8000016245332147,0.0066024950481287144,0.7972940962099124,0.5346327385970853
